ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated,Genre
14701,"Maas, Sarah J.",Queen of Shadows,Throne of Glass,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Assassins,Children's fiction,Court,Criminals, fiction,Demoniac possession,Fantasy,Fantasy fiction,Fiction,High Fantasy,Homecoming,Identity,Identity (Philosophical concept),Identity, fiction,Insurgency,Juvenile fiction,Magic,Queens,Rebellion,Romance,Royalty,YA,[series:Throne_of_Glass]"
14702,"Maas, Sarah J.",Throne of Glass,Throne of Glass,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Action & Adventure,Amours,Assassin,Assassins,Children's fiction,Concours et compétitions,Contests,Cour et courtisans,Court and courtiers,Courts and courtiers,Courts and courtiers, fiction,Criminals, fiction,Fantasy,Fantasy & Magic,Fantasy fiction,Fiction,General,Investigation,JUVENILE FICTION / Action & Adventure / General,JUVENILE FICTION / Fantasy & Magic,JUVENILE FICTION / Love & Romance,Juvenile fiction,Love & Romance,Murder,New York Times bestseller,Princes,Princes, fiction,Prisoners,Prisonniers,Roman adolescent anglais,Roman fantastique,Romans, nouvelles,Triangles (Interpersonal relations),Young adult fiction,[series:Throne_of_Glass],collectionID:EanesChallenge,killer,king,lunch,nyt:trade-fiction-paperback=2024-06-02,prince,princess"
14703,"Maas, Sarah J.",Tower of Dawn,Throne of Glass,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Assassins,Children's fiction,Courts and courtiers, fiction,Criminals, fiction,Fantasy,Fantasy fiction,Fiction,Healers,Kings, queens, rulers,Magic,Princes, fiction,Queens,YOUNG ADULT FICTION / Action & Adventure / General,YOUNG ADULT FICTION / Fantasy / General,YOUNG ADULT FICTION / Romance / General,Young adult fiction,[series:Throne_of_Glass],collectionID:EanesChallenge"
14704,"Maas, Sarah J.",Crown of Midnight,Throne of Glass,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Retained Restricted,Yes,Restricted to HS,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Assassins,Children's fiction,Courts and courtiers,Courts and courtiers, fiction,Criminals, fiction,Fantasy,Fantasy fiction,Fiction,Juvenile fiction,Kings and rulers,Kings, queens, rulers,Kings, queens, rulers, etc., fiction,Love,Love stories,Love, fiction,[series:Throne_of_Glass]"
14705,"Maas, Sarah J.",Heir of Fire,Throne of Glass,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Retained Restricted,Yes,Restricted to HS,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Assassins,Children's fiction,Court,Criminals, fiction,Fantasy,Fantasy fiction,Fiction,High Fantasy,Identity,Identity (Psychology),Identity, fiction,Kings, queens, rulers, etc., fiction,Magic,Romance,YA,Young adult fiction,[series:Throne_of_Glass]"
14706,"Maas, Sarah J.",House of Earth and Blood,Crescent City,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14707,"Machias, Jules",Both Can Be True,,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Retained Restricted,Yes,Restricted to HS,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14708,"Mafi, Tahereh",Unravel Me,Shatter Me,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Ability,Children's fiction,Dictators,Dictatorship,Fiction,Juvenile fiction,Love,Love stories,Love, fiction,Science fiction,Soldiers,Soldiers, fiction,Totalitarianism, fiction"
14709,"Matsui, Y?sei","Assassination Classroom, Vol. 1",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14710,"Matsui, Y?sei","Assassination Classroom, Vol. 10",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14711,"Matsui, Y?sei","Assassination Classroom, Vol. 11",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14712,"Matsui, Y?sei","Assassination Classroom, Vol. 12",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14713,"Matsui, Y?sei","Assassination Classroom, Vol. 13",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14714,"Matsui, Y?sei","Assassination Classroom, Vol. 14",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14715,"Matsui, Y?sei","Assassination Classroom, Vol. 15",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14716,"Matsui, Y?sei","Assassination Classroom, Vol. 16",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14717,"Matsui, Y?sei","Assassination Classroom, Vol. 17",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14718,"Matsui, Y?sei","Assassination Classroom, Vol. 18",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14719,"Matsui, Y?sei","Assassination Classroom, Vol. 19",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14720,"Matsui, Y?sei","Assassination Classroom, Vol. 2",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14721,"Matsui, Y?sei","Assassination Classroom, Vol. 20",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14722,"Matsui, Y?sei","Assassination Classroom, Vol. 21",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14723,"Matsui, Y?sei","Assassination Classroom, Vol. 3",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14724,"Matsui, Y?sei","Assassination Classroom, Vol. 4",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14725,"Matsui, Y?sei","Assassination Classroom, Vol. 5",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14726,"Matsui, Y?sei","Assassination Classroom, Vol. 6",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14727,"Matsui, Y?sei","Assassination Classroom, Vol. 7",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14728,"Matsui, Y?sei","Assassination Classroom, Vol. 8",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14729,"Matsui, Y?sei","Assassination Classroom, Vol. 9",Assassination Classroom,,,Internal/Administrative Review,Administration,Unknown,"Review during ""Annual Weeding and Review Process 23.24""",Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
14730,"Hopkins, Ellen",Tricks,Tricks,,,Formal,Administration,Unknown,Removed as a result of review upon receipt of an objection (SY 23-24).,Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Adolescence, fiction,Children's fiction,Emotional problems,Emotional problems of teenagers,Emotionally disturbed children,Families,Family problems,Family, fiction,Fiction,Juvenile Novels in verse,Juvenile fiction,New York Times bestseller,Novels in verse,Prostitution,Reading Level-Grade 10,Reading Level-Grade 11,Reading Level-Grade 12,Reading Level-Grade 7,Reading Level-Grade 8,Reading Level-Grade 9,Sex, fiction,collectionID:ConroeChallenge,collectionID:KellerChallenge,nyt:chapter-books=2009-09-13,nyt:young-adult-e-book=2015-10-18"
14731,"McMann, Lisa",Fade,Wake,,,Internal/Administrative Review,Administration,Unknown,Removed during annual weeding and review process.,Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Child sexual abuse, fiction,Children's fiction,Dreams,Dreams, fiction,Fiction,High schools,Interpersonal relations,Interpersonal relations, fiction,Juvenile fiction,Lucid dreams,New York Times bestseller,Schools,Schools, fiction,Sexual abuse,Sexual abuse victims,Undercover operations,collectionID:AlpineChallenge,collectionID:ConroeChallenge,collectionID:EanesChallenge,nyt:chapter-books=2009-03-01"
14732,"McGinnis, Mindy",The Female of the Species,,,,Internal/Administrative Review,Administration,Unknown,Removed during annual weeding and review process.,Banned/Removed,,,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,"Adolescence, fiction,Children's fiction,Friendship, fiction,High school students,Juvenile fiction,Mystery and detective stories,Revenge,Students, fiction"
14733,"Mitchell, Saundra",All the Things We Do in the Dark,,,,Internal/Administrative Review,Administration,Unknown,Designated as parental consent after review during annual weeding and review process  (SY 23-24).,Retained Restricted,Yes,Parental Consent Required,School,12,2023,FL,Seminole County Public Schools,,Seminole,,,,,02/22/2024,https://oviedocommunitynews.org/2023/12/20/seminole-county-banned-books-list-reached-110-in-2023/,,,,,Unknown
